Empresa_ID,Etiquetas_Empresas,Contactos_por_Empresa,Empresa,Descripción_empresa,Sector_EMILIO,Tipo,Tamaño,Url_LinkedIn,website,Localización_Empresa,Revisión,Extra,TagsCompHSK,Contactos1,Contactos2,Contactos3,CIF
11017215,,1,Cegos América Latina,"Cegos es una consultora internacional líder en formación, desarrollo de competencias y gestión de RRHH. Ofrece soluciones integrales y adaptadas a cada organización, con consultores expertos y certificados en América Latina y el mundo. Cursos presenciales, mixtos y online para todas las áreas de la empresa.",Consultoría,B2B,11-50,https://www.linkedin.com/company/cegos-latam/,http://www.cegoslatam.com/,"CL Santiago  Cerro El Plomo 5931, Oficina 905, Las Condes, Santiago, ",2023-07-20 0:00,Checked V2 26-07-23  Sector Errado,"VE-2 26-07-23,Check_Again_VE-2 04-08-23,TASK:16-02 Parte2 Sin Evento 18 abril",JesúsAraújo Montahud - 107288501,,,
18763570,Posible patrono,1,Kolsquare I B Corp™,"Kolsquare es una solución de gestión de campañas de KOL Marketing que tiene como objetivo la optimización de las estrategias de comunicación de las marcas ante los nuevos desafíos digitales.  Nuestra tecnología permite que los profesionales puedan identificar los mejores perfiles KOL, gestionar sus campañas de KOL Marketing de la A a la Z, así como evaluar sus resultados y desempeño.  Kolsquare ofrece a sus cientos de clientes (Coca-Cola, Danone, Publicis, Orange, Sézane, Decathlon, etc.) las últimas tecnologías en términos de Big Data, IA y aprendizaje automático para generar colaboraciones auténticas e inspiradoras con más de 2 millones de KOLs (Key Opinion Leaders) de más de 5000 seguidores y en 180 países, tanto en Instagram como en TikTok, Twitter, Facebook y Youtube.  Kolsquare se creó para ayudarte a alcanzar tu máximo potencial.  El objetivo de nuestra empresa es que todos los individuos, sus organizaciones al igual que sus ideas puedan acceder al poder del KOL Marketing para tener un impacto positivo en el mundo. En este sentido, queremos utilizar todos los recursos a nuestra disposición (nuestra tecnología, nuestra voz y también nuestro equipo) para concebir y poner en práctica soluciones a diferentes problemas sociales, empresariales y ambientales.  #marketingdeinfluencia #influencermarketing #redessociales","Tecnología,Agencias",B2B,11-50,https://www.linkedin.com/company/kolsquare/,https://www.kolsquare.com/,FR Paris Île-de-France,2024-11-28 4:31,Sponsor Hoja Negocio 09-08-2024,"eShow.es_2023,EMP: Posible Patrono en Hoja Negocio Nov23,TASK:16-02 Parte2 Sin Evento 18 abril,Sponsor Hoja Negocio 09-08-2024",MatteoSulis - 298984350,,,
735796,Posible patrono,4,excelia,"Somos una empresa global de consultoría, TI y servicios profesionales que ayuda a nuestros clientes en la toma de decisiones proactiva, con la innovación, creatividad y experiencia necesarias.  Con más de 20 años de experiencia, tenemos una fuerte presencia en 9 países con operaciones en más de 50. Nuestros equipos ofrecen asesoramiento experto y riguroso, brindando servicios de Consultoría, Tecnología y Outsourcing.","Consultoría,Tecnología",B2B,201-500,https://www.linkedin.com/company/excelia/,https://www.excelia.com,ES Pozuelo de Alarcón Madrid,2024-10-26 16:30,Empresa Agenda Telefonica 10-01-25,"Empresa_Interes_05-06-23_4/4,Empresa de Madrid 07-2024","JavierEstévez - 30115415,JuanPlaza Pozo - 15308095,MireyaSantoyo - 347059017",,DavidSánchez - 26972444,
5343332,eCommerce,1,Glent Shoes,"Glent Shoes es una marca 100% española que ofrece calzado a medida elegante y personalizado, combinando una innovadora tecnología 3D con la riqueza de la elaboración artesanal.  Cada pieza Glent se concibe y se realiza en torno a las necesidades y personalidad del cliente, adaptando no sólo las características del diseño sino también las proporciones del calzado a la medida exacta de sus pies.   Gracias a nuestro servicio Perfect Fit, que incorpora un software inteligente y tecnología 3D avanzada, somos capaces de determinar la talla correcta de calzado al tomar las medidas de largo, ancho y altura de empeine de cada pie de forma individualizada. Creamos un calzado único que se adapta a la volumetría exacta y que es garantía del calce perfecto.   Además, de nuestro expertise en calzado a medida nace Glent Wear, una colección lista para llevar disponible hasta en tres anchos y medias tallas para que puedas elegir el largo y ancho más apropiado, así como la integración de plantillas acomodativas diseñadas en exclusiva por Glent o la recomendada por tu podólogo.  Nuestros zapatos están hechos con pieles de la mejor calidad y todos son elaborados por encargo por los artesanos más experimentados. Cada par es una obra de arte, completamente única y que interpreta el carácter de cada cliente.","Moda y accesorios,Software",B2B,11-50,https://www.linkedin.com/company/glent-shoes/,www.glentshoes.com,"ES Madrid Comunidad de Madrid Calle Claudio Coello, 21 28001",2024-12-01 22:28,Español,"VE-1 10-07-23,VE-1 02-08-23,Empresa Madrid,Empresa de Madrid 07-2024",CarlosBaranda - 105867758,,,
3475644,,2,VASALTO tech and talent,"Las aplicaciones de Gestión Empresarial en la Nube están cambiando las reglas en la industria de los servicios de gestión financiera y de nóminas.   Pero esto es solo una parte de la historia.   El resto de la historia es acerca de nuestros valores, nuestra gente,  nuestra pasión y nuestra forma de llevar el negocio y de prestar servicios.",Tecnología,B2B,51-200,https://www.linkedin.com/company/vasalto/,https://www.vasalto.com,"ES Madrid Comunidad de Madrid Paseo de la Castellana, 230 ",2022-10-19 15:28,,"TASK:16-02 Parte2 Sin Evento 18 abril,Empresa de Madrid 07-2024",InesGuerra - 431971012,PierreParadis - 22703257,,
10374352,Posible patrono,1,Welivery,"En Welivery, nos especializamos en brindar servicios logísticos de alta calidad para el comercio electrónico, destacándonos en entregas Same Day y Next Day. Nuestra misión es optimizar la experiencia de compra de sus clientes, asegurando que los productos lleguen a su destino de manera rápida y eficiente.  Nuestro portafolio de servicios abarca todas las necesidades logísticas de su negocio, incluyendo: Envíos Same Day y Next Day, Mercado Envíos Flex, Logística Inversa, Almacenamiento, Gestión de Inventario, Fulfillment y Logística B2B.  Con una sólida presencia en Argentina, Chile, Colombia y España, contamos con una infraestructura moderna y un equipo de profesionales dedicados a ofrecer un servicio excepcional. Nuestra tecnología avanzada permite la integración con las principales plataformas de ecommerce, facilitando la automatización de procesos y el seguimiento en tiempo real de cada envío.  Comprometidos con la excelencia, en Welivery garantizamos que cada entrega cumpla con los más altos estándares de calidad. Nuestro enfoque centrado en el cliente nos permite generar confianza y satisfacción, convirtiéndonos en un aliado estratégico para su negocio.  Al elegir Welivery, está optando por un socio logístico confiable que entiende la importancia de la puntualidad y la eficiencia en el ecommerce. Nos dedicamos a transformar la logística en una ventaja competitiva para su negocio.","Logística,Software,eCommerce,Transporte",B2B,51-200,https://www.linkedin.com/company/welivery/,http://welivery.lat,AR CABA Ciudad autónoma de Buenos Aires,2024-11-11 15:35,Sponsor Hoja Negocio 09-08-2024,"EMP: Posible Patrono en Hoja Negocio Nov23,Sponsor Hoja Negocio 09-08-2024",GuidoBuscetti Castro - 69209333,,,
18124028,,1,Starcasino,"Starcasino es uno de los principales sitios web de casinos en Bélgica que ofrece una gran variedad de juegos de casino, así como apuestas deportivas.",Tecnología,B2B,51-200,https://www.linkedin.com/company/starcasino/,http://starcasino.be,"BE Strombeek  Romeinsesteenweg, 592 592",2022-10-19 16:16,,TASK:16-02 Parte2 Sin Evento 18 abril,AlejandroCasanova - 35328561,,,
11242727,Agencia de SEO SEM y posicionamiento web,2,Alqua,"Alqua is a leading digital consulting firm specialized in accelerating business growth through digital levers, combining business knowledge, the use of AI to take operations to the next level, and execution by a team with years of experience in leading strategy, finance, and digital consulting firms.","Agencias,Consultoría",B2B,51-200,https://www.linkedin.com/company/alqua-digital/,http://www.alqua.io,ES Madrid Community of Madrid,2024-11-11 15:23,AgenciasLiznel,"Agencia de SEO,SEM y posicionamiento web,Empresa Madrid,Empresa de Madrid 07-2024","Rocíode Lara López - 148750920,LauraPino - 488058441",,,
18543901,,1,Zaion,"Una solución de atención al cliente, aumentada por la Inteligencia Artificial ",Software,B2B,51-200,https://www.linkedin.com/company/zaion-callbot/,https://www.zaion.ai,"FR Paris Île-de-France 106, Boulevard Haussmann ",2022-10-28 14:37,,,,,EduardoGonzalez Löwenberg  - 795187,
79024566,"Posible patrono,Fintech",3,Reveni,"Queremos ayudar al comercio electrónico a ofrecer una experiencia postventa excepcional para fidelizarlos y convertirlos en clientes habituales. Aceleramos la devolución de devoluciones y agilizamos el proceso de cambio, y junto con nuestros partners, convertimos la logística inversa en una oportunidad real para el ecommerce. Además, asumimos cualquier riesgo para que el ecommerce sólo tenga que preocuparse de ofrecer la mejor experiencia a sus clientes.",Software,B2B,11-50,https://www.linkedin.com/company/reveni/,https://reveni.com/,GB London nan,2024-11-28 4:15,Empresa Agenda Telefonica 10-01-25,Actualizado,JuliánGarcia-Mascaraque - 129523527,IreneMartínez - 120638248,FernandoCabello-Astolfi - 8005470,
10323528,Posible patrono,4,Reskyt - The leading platform of App creation,"Plataforma líder en Desarrollo de Aplicaciones móviles a medida para eCommerce, B2B y marketplace. Reskyt es la plataforma de creación de Apps con mayores prestaciones del mercado para los eCommerce más exigentes.  Reskyt puede crear Apps de cualquier CMS como #shopify #prestashop #magento #vtex #woocommerce  #logicommerce #salesforce etc. y además está integrado con los mejores buscadores avanzados, herramientas de chat, checkouts, etc. Todas las tecnologías punteras del merados son compatibles con Reskyt. En Reskyt tenemos experiencia en todos los sectores desde tiendas de moda, calzado, deporte, electrónica, farmacias y parafarmacias, alimentación animal, muebles y decoración, tiendas de libros, bebidas y comestibles, jugueterías hasta empresas b2b para industriales, periódicos digitales, ayuntamientos, etc.   ","Salud,Marketplaces,Software,Medios,Tecnología",B2B,11-50,https://www.linkedin.com/company/reskyt-apps-ecommerce/,http://www.reskyt.app,ES El Palau d'Anglesola Lleida,2024-11-21 6:05,Empresa Agenda Telefonica 10-01-25,"Actualizado,Tarea_31-01-25","EstherGarcia Areny - 70738060,LluisGarcia Tarragona - 102406312,JaumeGomà - 175374",RafaMartínez Navarro - 311084956,,
4986204,Posible patrono,1,Socloz,"Socloz es la plataforma omnicanal al servicio de la experiencia del vendedor. Diseñado para el vendedor, reúne en una única interfaz un conjunto de software intuitivo que incluye: un Sistema de Gestión de Pedidos (OMS) responsable de la organización de los pedidos omnicanal, un Sistema de Punto de Venta (POS) que permite la toma y recogida de pedidos en tienda en movimiento y un Sistema de Gestión de Tienda (WMS Store) dedicado a la gestión de los pedidos omnicanal en el punto de venta.",Software,B2B,51-200,https://www.linkedin.com/company/socloz/,http://www.socloz.com,FR Paris Ile deFrance,2024-11-11 15:07,Sponsor Hoja Negocio 09-08-2024,"EMP: Posible Patrono en Hoja Negocio Nov23,Sponsor Hoja Negocio 09-08-2024",MarVillanueva - 54791289,,,
781020,,1,SIRA,SIRA se esfuerza por ofrecer a los clientes la solución más adecuada para cada problema de TI. SIRA ha estado haciendo esto desde 1990.,Software,B2B,11-50,https://www.linkedin.com/company/sira-professionals/,http://www.sira.nl,,2022-11-24 22:06,,Actualizado,,JenniferJiménez - 35420012,,
2427747,"incompatible Aitana,Posible patrono",1,Olivia,"Olivia ofrece, implanta y desarrolla soluciones informáticas, con el objetivo de ayudar a las empresas a ser más eficientes y productivas. Nos especializamos en las soluciones empresariales de Microsoft, unas soluciones de gestión muy completas, que te permiten simplificar y racionalizar los procesos empresariales en todos los departamentos de tu organización; contribuyendo a tener un mejor control, tomar decisiones acertadas, aumentar tus márgenes y crecer de forma rentable.","Consultoría,Software",B2B,51-200,https://www.linkedin.com/company/olivia-sistemas/,http://www.olivia.es,"ES Barcelona Barcelona Avda. Diagonal, 441  Planta 3",2022-11-05 21:02,Green,"Empresa_posible_patrono_NO_hoja_negocios_nov_23,Empresa_Posible_Patrono_Nov_23_2_Contactos,TASK_2_17-01-24_Green,TASK:16-02 Parte2 Sin Evento 18 abril,Empresa de Barcelona 07-2024",DavidPérez - 47634210,,,
40550883,,3,Soctic Society SL,"Atendemos tus necesidades digitales para que alcances tus objetivos. Llevar adelante una empresa, pyme o startup requiere mucha energía y dedicación. Por eso ofrecemos un servicio integral, para que nos confíes toda tu infraestructura informática y tecnológica.",Tecnología,B2B,11-50,https://www.linkedin.com/company/soctic/,https://www.soctic.com,ES Barcelona Barcelona,2022-11-05 21:27,,"TASK:16-02 Parte2 Sin Evento 18 abril,Empresa de Barcelona 07-2024",JoseMartinez Fernandez - 77143681,JoseMartinez Fernandez - 77143681,JoseMartinez Fernandez - 77143681,
5138458,Posible patrono,3,Altostratus | Part of Telefónica Tech,"Altostratus es una consultora de servicios profesionales y gestionados en la nube perteneciente al holding Telefónica Tech. Prestamos servicios end-to-end de consultoría, integración, desarrollo, servicios gestionados y formación in-house.  Nos especializamos en la tecnología de AWS y Google Cloud, ofreciendo soluciones y servicios de vanguardia que abarcan desde la migración y gestión de infraestructuras hasta el desarrollo de aplicaciones personalizadas, integrando además capacidades avanzadas en IA.  Nuestra misión, aportar valor empresarial a partir de la tecnología como palanca de  innovación, eficiencia y competitividad. ","Software,Consultoría,Tecnología",B2B,51-200,https://www.linkedin.com/company/altostratus-solucions/,https://www.altostratus.es/?utm_medium=social&utm_source=linkedin&utm_campaign=linkedin_descripcion_perfil,ES Barcelona Cataluña,2024-11-21 16:03,Buscar Contactos 4,"Empresa Contacto Sol Especial 31-03-23,Empresa Nivel 4,Empresa Barcelona,Empresa de Barcelona 07-2024","AdolfoGavela - 79108817,AndresDiez Sola - 28742249",JoséCerrada Rodríguez - 132086821,,
2972592,Posible patrono,3,Octonius,"Octonius es una nueva capa de tecnología que reúne herramientas de colaboración + personas + trabajo. Apoya a todos tus equipos y facilita el trabajo en equipo desde una plataforma que unifica el intercambio de conocimientos, la colaboración en equipo y la gestión del trabajo.",Tecnología,B2B,11-50,https://www.linkedin.com/company/octonius/,https://octonius.com/,ES Barcelona  Catalunia,2024-11-11 14:48,COMPANY_2_AIRTABLE2024-11-12,"Empresa Barcelona,Empresa de Barcelona 07-2024","JuanAlvarez - 40279334,CosminCiobanu - 43156647",CosminCiobanu - 43156647,,
2924449,Posible patrono,2,Telynet,"Más de 35 años de experiencia en el Sector de Soluciones Omnicanal para distintos canales Ventas como Televenta, Preventa, Autoventa, Reparto, Cobros, Gestor de Punto de Venta (GPV), B2B, B2C...  Desde 1989 Telynet se ha especializado en la creación e implementación de productos de software, consiguiendo la digitalización personalizada de empresas de venta y distribución de sectores como Alimentación, Bebidas, Laboratorios Farmacéuticas, Cosmética, Gran Consumo...","Software,Cosmética y belleza,Tecnología,Servicios financieros,Soluciones marketing,Consultoría",B2B,51-200,https://www.linkedin.com/company/telynet/,http://www.telynet.com,ES Alcobendas Madrid,2024-11-11 14:44,Empresa NO Hoja Negocios Nov 23,"Empresa Madrid,Empresa de Madrid 07-2024","EnriqueBermúdez Rabal - 20124875,RaúlSan Segundo Sánchez - 483974448",,,
11258348,Posible patrono,1,MENSOS,"Somos una empresa joven en la que nuestra actividad principal es el servicio de mensajería sostenible, utilizando la bicicleta (con kit eléctrico) como medio de transporte para la ciudad. Aportando un servicio rápido, eficaz y sostenible. Nuestra red de mensajeros y el movimiento continuo del intradía nos permite ser la mejor alternativa a los atascos de la ciudad. Consiguiendo así un cambio de paradigma en la logística de las ciudades, aportando espacio y bienestar social.   ¿Qué ofrece MENSOS?  •	Rapidez: En recorridos de 5 y hasta 10 km la bicicleta es el medio más rápido en una ciudad con trafico alto, si a eso le añadimos los kit eléctricos de todos nuestros vehículos en cada viaje ganamos tiempo al reloj.  •	Eficacia: Servicios intradía gestionados desde una plataforma electrónica una vez recibida la solicitud, área de clientes,  vía teléfono, email, formulario web o whatsapp.  Geolocalización de los mensajeros y asignación mediante algoritmo teniendo en cuenta no solo lugar de recogida si no también lugar de entrega y horario de los mismos, aumentando la flexibilidad en este sentido para el cliente final.   •	Sostenibilidad: El vehículo utilizado en la ciudad es la bicicleta, convencional o de carga, con kit eléctrico cuyo consumo es de 1kwh cada 100km.  Incorporación de Triciclos y vehículos eléctricos.   •	Trámites administrativos: Desde MENSOS, nos encargamos de gestión de correo ordinario, registros en organismos oficiales, contratos con retorno, registro mercantil…  •	Imagen: Su compañía está invirtiendo en un valor social, menos contaminación y mejora de la movilidad en la ciudad. ","Logística,Software,Transporte",B2B,11-50,https://www.linkedin.com/company/mensos/,http://www.mensos.es,ES Madrid Comunidad de Madrid,2024-11-11 14:43,Empresa NO Hoja Negocios Nov 23,"Empresa Madrid,Empresa de Madrid 07-2024,ad_hoc_2025_Transport",AlejandroCorroto Moñino - 101964525,,,
279509,"Posible patrono,SaaS",1,Fitnet Manager,"Fitnet Manager es una solución de gestión SaaS de tipo ERP especialmente diseñada para satisfacer las necesidades de las empresas de servicios, como empresas de consultoría, ESN, estudios de arquitectura e ingeniería y oficinas de diseño, así como los departamentos de TI de grandes empresas francesas.  La ventaja clave de Fitnet Manager es su preconfiguración, lo que le brinda a nuestro equipo la capacidad de implementar la aplicación en un tiempo récord.",Software,B2B,11-50,https://www.linkedin.com/company/fitnet-application/,https://www.fitnetmanager.com,"FR Montpellier 47, quai du Verdanson 34090",2024-11-11 17:40,Español,Agencia de Marketing y Publicidad,Marie-AkilaGault - 258642997,,,
272353,Posible patrono,1,Tandem,Creemos que las decisiones transforman la vida y el trabajo de las personas. Por eso ayudamos a las organizaciones a impulsar la forma en que toman las decisiones más importantes.,Consultoría,B2B,11-50,https://www.linkedin.com/company/tandemsd/,https://tandemsd.com/,AR Buenos Aires nan,2024-11-11 14:34,COMPANY_2_AIRTABLE2024-11-12,"Empresa_posible_patrono_NO_hoja_negocios_nov_23,Empresa_Posible_Patrono_Nov_23_2_Contactos,TASK:16-02 Parte2 Sin Evento 18 abril",ErnestoWeissmann - 1042024,,,
76470496,Posible patrono,1,sesh,"Con sede en Los Ángeles (EE. UU.) y Madrid (España), sesh es el mejor lugar para que los artistas creen una comunidad con sus mayores fans y conviertan sus pasiones en negocios creativos duraderos.  Cientos de artistas ya están haciendo realidad sus sueños en sesh, impulsados ​​por los fans que apoyan y creen en su trabajo.  ¿Nuestro final? Un futuro donde los artistas tienen el control y la comunidad real prospera.","Software,Tecnología",B2B,11-50,https://www.linkedin.com/company/joinsesh/,https://www.joinsesh.app,US Los Angeles,2024-11-11 17:30,Español,"Empresa Contacto Sol Especial 31-03-23,Empresa Nivel 4",JavierDíaz-Romeral Torralbo - 709806972,,,
1714973,Posible patrono,1,Qualoom Expertise Technology,"Qualoom Expertise Technology S.L. es una empresa joven y dinámica que utiliza la tecnología mas vanguardista para resolver los retos tecnológicos que nuestros clientes nos plantean, desde administración de pequeños entornos de sistemas Linux/Windows para pequeñas empresas hasta el diseño de arquitecturas de alta disponibilidad y escalabilidad en entornos de Cloud computing.",Tecnología,B2B,11-50,https://www.linkedin.com/company/qualoom/,http://www.qualoom.es/,ES Móstoles Madrid Plaza de Valencia 6 28931,2024-11-11 17:21,Español,"Empresa Contacto Sol Especial 31-03-23,Empresa Nivel 4,Empresa Madrid,Empresa de Madrid 07-2024",DavidGarcía Martín - 53248703,,,
80172910,Posible patrono,1,ScaleITS España S.L.,"ScaleITS España - Distribuidor Exclusivo de ACMP by Aagon  **Descripción** Transformamos la gestión IT con innovación y automatización. Como distribuidor exclusivo de ACMP by Aagon, lideramos la revolución en la automatización IT. Fundada en Alemania en 2019, nuestra visión es impulsar la eficiencia empresarial mediante soluciones tecnológicas avanzadas.","Tecnología,Consultoría",B2B,11-50,https://www.linkedin.com/company/scaleits-españa-s-l/,https://scaleits.com/es/,"ES Barcelona Barcelona Calle Balmes Numero, 368 Planta Pal, Puerta 2 08006",2024-06-15 9:29,Español,"Empresa_posible_patrono_NO_hoja_negocios_nov_23,Empresa_Posible_Patrono_Nov_23_2_Contactos,TASK:16-02 Parte2 Sin Evento 18 abril,Empresa de Barcelona 07-2024,Sponsor Hoja Negocio 09-08-2024",BelénBrossard López - 454272610,,,
1487350,,1,Teamwire,"TeamWire es un mensajero comercial alemán basado en los más altos estándares de seguridad y en todos los requisitos europeos de protección de datos, así como al GDPR.",Software,B2B,11-50,https://www.linkedin.com/company/teamwire/,https://teamwire.eu/,DE München,2022-11-16 10:44,,,JoanBartra - 196340455,,,
38549983,,1,PILMA DISSENY SA,,Software,B2B,11-50,https://www.linkedin.com/company/pilma-disseny-sa/,,"ES BARCELONA  CARRER DE VALÈNCIA, 20 ",2024-07-19 14:34,COMPANY_2_AIRTABLE2024-07-19,"EmpresaTamano1,Empresa Barcelona",FrancescMáñez Sanz - 55687851,,,
18125546,,1,Circula,"𝗖𝗶𝗿𝗰𝘂𝗹𝗮 𝗲𝘀𝘁𝗮́ 𝗰𝗼𝗻𝘀𝘁𝗿𝘂𝘆𝗲𝗻𝗱𝗼 𝗹𝗮 𝗮𝗽𝗹𝗶𝗰𝗮𝗰𝗶𝗼́𝗻 𝗳𝗶𝗻𝗮𝗻𝗰𝗶𝗲𝗿𝗮 𝗽𝗮𝗿𝗮 𝗲𝗺𝗽𝗹𝗲𝗮𝗱𝗼𝘀 #𝟭 𝗱𝗲 𝗘𝘂𝗿𝗼𝗽𝗮.  Combinamos la gestión de viajes y gastos, las tarjetas de crédito corporativas y los beneficios de los empleados en una solución de software todo en uno, creando el primer producto SaaS verdaderamente centrado en l","Tecnología,Software",B2B,51-200,https://www.linkedin.com/company/circula-tech/,https://www.circula.com,DE Berlin  Schönhauser Allee 148,2022-11-16 12:13,,"SaaS-Description-Jan-23,TASK:16-02 Parte2 Sin Evento 18 abril",RaulG Campoy - 208633234,,,
55544,,1,LANCOM Systems GmbH,"Lancom Systems GMBH es el fabricante alemán líder de soluciones de red confiables e innovadoras para clientes comerciales. Las dos unidades de negocios de Lancom, la conectividad de red VPN y la LAN inalámbrica ofrecen a los usuarios profesionales soluciones de infraestructura seguras y flexibles para redes de área local y múltiples sitios. Toda la gama Core Product se desarrolla y fabrica en Alemania.",Software,B2B,201-500,https://www.linkedin.com/company/lancom-systems-gmbh/,http://www.lancom-systems.com,DE Würselen North Rhine-Westphalia Adenauerstr. 20 / B2,2022-11-18 16:33,,,SusanaDíez Pérez - 63063347,,,
466339,Posible patrono,1,Madrid Network,"En Madrid Network participan grandes y pequeñas empresas, administraciones públicas, centros de investigación, universidades, clusters, parques tecnológicos y profesionales, con el objetivo de generar negocio y buscar nuevas oportunidades para las empresas en un ecosistema innovador.","Consultoría,Tecnología",B2B,11-50,https://www.linkedin.com/company/madrid-network-/,https://www.madridnetwork.madrid,ES Madrid Madrid,2024-11-11 13:48,COMPANY_2_AIRTABLE2024-11-12,"Verificado_Lidia_06-2023,Empresa Madrid,Empresa de Madrid 07-2024,ad_hoc_2025_Research",,GemaSanz - 73015128,,
1262341,Posible patrono,5,Compensa Capital Humano,"Prestamos de forma integral nuestros servicios en el ámbito de la consultoría, tecnología y outsourcing para mejorar la Eficacia y Eficiencia Retributiva de las Organizaciones mediante el diseño, revisión y digitalización de los elementos de la Propuesta de Valor del Empleado, personalizados a las necesidades de cada uno de sus Profesionales.  Con 17 años de experiencia en el sector, somos líderes en la gestión de los Planes de Retribución Flexible en España. Contamos con 100 profesionales en nuestras oficinas de Barcelona, Ciudad de México, Madrid y Palma, dando servicio a 400.000 empleados de 190 Empresas, distribuidos en 25 países.","RRHH,Consultoría",B2B,51-200,https://www.linkedin.com/company/compensa-capital-humano/,http://www.compensach.com,ES Barcelona Barcelona,2024-11-11 13:39,CHEQUEAR,"Verificado_Lidia_06-2023,Empresa Barcelona,Empresa de Barcelona 07-2024","LuisRodríguez Sacristán - 65372457,DanielBarea Lozano - 68111386","LuisRodríguez Sacristán - 65372457,DanielBarea Lozano - 68111386",LuisRodríguez Sacristán - 65372457,
86336964,Posible patrono,3,Rubricae,"Rubricae: Confianza Digital en todos sus procesos Plataforma de Identidad Digital 360  Somos una empresa española con tecnología propia, dedicada a resolver los desafíos relacionados con la Identidad Digital, garantizando legalidad y seguridad en todas las operaciones.   +40 millones de operaciones +7 millones de usuarios 80 paises  El 93% de nuestros clientes nos recomiendan por: - Adaptación tecnológica - Soporte local, en castellano e inglés - Estabilidad de sistemas - Escalabilidad de proyectos  Mejoramos los flujos de negocio: - Ahorro de tiempo 75% - Disminución del fraude de identidad 60% - Mejora del 70% en ka satisfacción de usuario - Reducción de gastos en procesos internos 63% - Aumento de la productividad +70%  Rubricae Secure, La Plataforma de Identidad Digital 360.  - Firma Electrónica - OTPS - Video ID - OCR ID - Voice ID  - Comunicaciones (SMS, Emails y RCS) (Soluciones independientes o combinadas entre sí)  Adaptabilidad para todos los flujos de negocio - Onboarding Digitial - KYC & KYB  Cumplimos los estándares más altos en regulación y Calidad de la UE.: - ISO 9001 Sistema de Gestión de la Calidad - ISO 14001 Gestión ambiental - ISO 27001 Seguridad de la información - GDPR, Almacenamiento y gestión y de datos  Rubricae - Construyendo Negocios con @BitubiCorp.  ¿Quiere conocer más detalles sobre nuestra plataforma? https://rubricae.com/secure/   ","Software,Tecnología,Seguridad y Ciberseguridad",B2B,11-50,https://www.linkedin.com/company/rubricae/,www.rubricae.com,"ES Las Rozas de Madrid Community of Madrid Calle de Bruselas, 36b 28232",2024-11-11 16:34,Español,"Empresa Contacto Sol Especial 31-03-23,Empresa Nivel 4,Verificado_Lidia_06-2023,Empresa Madrid,Empresa de Madrid 07-2024","JavierTomás Chamarro - 258408133,FranciscoSánchez Díaz - 1639519,EduardoMerino - 175812676",,,
5207362,Posible patrono,1,Wegow,"Wegow es el marketplace social de la música en vivo, que conecta a usuarios, artistas, promotores, y marcas para sumergirles en el mundo de los conciertos y festivales de una forma totalmente innovadora.  Con Wegow, los usuarios reciben notificaciones de los conciertos y festivales de sus artistas favoritos, disponen de una agenda musical customizada, pueden conocer y chatear con gente que comparte sus gustos musicales, y además, ver quién dispone ya de su entrada y adquirir la suya.  Por otro lado, los artistas pueden multiplicar su audiencia y vender más tickets; los promotores, managers y bookers pueden planificar conciertos de manera más efectiva, ampliar su alcance comercial y promover conciertos incrementando su demanda potencial; y las marcas tienen una oportunidad única de involucrar e impactar a los usuarios en un entorno inmersivo donde su contenido agrega valor a su experiencia.  La compañía española, con sede en Bilbao y Madrid, fue fundada por José María Ozamiz y Gonzalo García-Miñaur. Hoy en día cuenta con más de 5M de usuarios mensuales a nivel global.  Desde su lanzamiento, Wegow ha experimentado un constante crecimiento, tanto en usuarios como en facturación, y está presente en 26 países: Alemania, Argentina, Australia, Austria, Bélgica, Brasil, Canadá, Chile, Colombia, España, Estados Unidos, Francia, Finlandia, Gran Bretaña, Holanda, Irlanda, Italia, México, Noruega, Nueva Zelanda, Países Bajos, Perú, Polonia, Portugal, República Checa, Suecia y Suiza.","Marketplaces,Servicios de eventos,Software",B2B,51-200,https://www.linkedin.com/company/wegow/,http://www.wegow.com,ES Madrid Community of Madrid,2024-11-11 13:26,CHEQUEAR,"Verificado_Lidia_06-2023,Empresa Madrid,Empresa de Madrid 07-2024,ad_hoc_2025_Digital_Providers",Guillermode Lorenzo Serrano - 88573540,,,
71432755,Posible patrono,2,iF returns,"Utilizamos tecnología innovadora para resolver un problema grande y global. Las devoluciones ya representan entre el 30% y el 40% de las ventas del comercio electrónico y, cada segundo, se quema o entierra en vertederos el equivalente a un camión de basura lleno de ropa. Esto genera toneladas de desechos y contaminación innecesarios y, al mismo tiempo, cuesta a los minoristas miles de millones de dólares.",Software,B2B,11-50,https://www.linkedin.com/company/ifreturns/,https://www.ifreturns.com/,ES Madrid nan,2024-11-11 13:23,COMPANY_2_AIRTABLE2024-08-09,"Verificado_Lidia_06-2023,Empresa Madrid,Empresa de Madrid 07-2024","GaloDe Reyna Torroba - 97957702,AlmudenaDívar Vega - 212795816",,,
